Customer ID,Order Date,Profit
217,2019-01-04,63.54
219,2019-01-12,12.66
220,2019-04-11,34.81
221,2019-03-03,65.12
221,2019-04-23,34.95
222,2019-02-09,1.2
222,2019-03-25,1.82
222,2019-04-15,2.44
223,2019-03-19,206.07
223,2019-03-26,129.85
223,2019-03-30,62.34
224,2019-01-13,48.21
224,2019-01-15,70.15
224,2019-02-11,112.43
224,2019-02-17,20.13
224,2019-03-07,84.69
224,2019-03-14,91.53
224,2019-03-16,99.31
224,2019-03-26,110.17
224,2019-04-02,83.56
224,2019-04-04,66.15
224,2019-04-08,45.81
224,2019-04-26,76.18
227,2019-02-02,5.11
227,2019-03-11,4.03
227,2019-03-27,7.84
227,2019-04-08,4.53
228,2019-04-23,47.02
230,2019-02-14,11.01
231,2019-01-05,88.55
231,2019-01-06,140.52
231,2019-01-21,84.41
231,2019-01-28,53.46
231,2019-01-29,101.43
231,2019-01-31,104.92
231,2019-02-08,75.0
231,2019-02-12,94.19
231,2019-02-13,80.48
231,2019-02-14,88.28
231,2019-02-20,99.9
231,2019-02-26,59.83
231,2019-02-27,94.75
231,2019-03-02,111.53
231,2019-03-12,78.09
231,2019-03-20,149.87
231,2019-03-21,113.96
231,2019-03-28,65.51
231,2019-03-30,74.43
231,2019-04-03,117.74
231,2019-04-08,149.86
231,2019-04-14,102.77
231,2019-04-17,191.27
231,2019-04-22,144.53
231,2019-04-26,80.17
232,2019-04-09,22.74
233,2019-02-12,383.44
235,2019-01-02,61.06
235,2019-02-22,117.68
235,2019-02-26,27.14
235,2019-03-08,50.7
235,2019-03-10,104.02
235,2019-03-30,32.42
236,2019-01-14,153.08
236,2019-02-13,126.64
236,2019-02-21,150.05
236,2019-04-06,144.57
236,2019-04-13,75.88
236,2019-04-26,95.53
236,2019-04-30,115.9
237,2019-02-06,13.82
238,2019-01-10,29.09
238,2019-02-11,54.34
238,2019-03-01,20.41
238,2019-03-07,106.91
238,2019-03-18,40.38
238,2019-03-26,72.55
238,2019-04-01,71.15
239,2019-01-14,40.24
239,2019-01-19,46.02
239,2019-03-16,35.05
239,2019-03-21,88.58
239,2019-04-27,52.47
240,2019-02-08,19.55
240,2019-04-15,14.28
240,2019-04-25,12.5
241,2019-02-03,18.79
242,2019-04-04,42.29
243,2019-04-09,188.9
244,2019-04-10,41.39
245,2019-01-06,105.73
245,2019-04-03,408.05
247,2019-03-18,20.07
247,2019-03-21,23.32
247,2019-03-22,37.67
248,2019-02-15,13.28
249,2019-01-07,5.74
250,2019-02-28,11.9
251,2019-04-01,35.96
251,2019-04-08,65.41
251,2019-04-20,126.93
251,2019-04-27,33.86
252,2019-01-05,6.74
252,2019-02-17,4.95
252,2019-02-20,5.27
252,2019-04-16,7.37
253,2019-02-25,45.29
253,2019-04-10,59.8
254,2019-03-21,86.71
255,2019-02-17,12.47
255,2019-02-20,36.3
256,2019-04-15,10.88
258,2019-01-25,83.81
258,2019-02-24,29.8
258,2019-03-02,95.16
258,2019-03-22,35.16
258,2019-03-23,36.77
259,2019-03-24,14.05
260,2019-02-05,222.97
260,2019-04-11,214.08
262,2019-01-08,29.55
262,2019-01-15,34.08
262,2019-04-27,44.02
264,2019-01-06,40.74
264,2019-03-13,106.37
265,2019-03-20,19.29
265,2019-03-30,17.65
267,2019-01-26,15.77
267,2019-02-13,18.72
267,2019-02-14,9.64
267,2019-04-04,19.77
267,2019-04-30,8.72
268,2019-04-16,25.83
268,2019-04-27,17.29
269,2019-03-17,12.72
271,2019-03-03,11.65
272,2019-01-08,44.14
272,2019-01-13,22.68
272,2019-01-24,83.29
272,2019-01-26,68.02
272,2019-02-22,50.73
272,2019-02-23,67.2
272,2019-04-06,40.96
272,2019-04-23,61.8
274,2019-01-02,72.35
274,2019-01-03,91.36
274,2019-01-09,80.05
274,2019-01-10,109.85
274,2019-01-11,110.58
274,2019-01-15,67.42
274,2019-01-18,146.58
274,2019-01-20,58.76
274,2019-01-24,99.62
274,2019-01-26,70.07
274,2019-01-29,117.34
274,2019-02-03,85.88
274,2019-02-05,65.13
274,2019-02-08,115.84
274,2019-02-15,278.35
274,2019-02-23,121.78
274,2019-02-24,74.48
274,2019-02-27,110.22
274,2019-02-28,79.42
274,2019-03-01,141.39
274,2019-03-02,128.65
274,2019-03-12,87.15
274,2019-03-16,80.83
274,2019-03-19,187.61
274,2019-03-23,122.07
274,2019-03-27,80.16
274,2019-03-28,102.77
274,2019-03-29,165.19
274,2019-04-01,96.64
274,2019-04-02,100.96
274,2019-04-05,98.35
274,2019-04-09,83.01
274,2019-04-14,133.21
274,2019-04-18,103.03
274,2019-04-19,175.83
274,2019-04-24,134.42
274,2019-04-25,284.48
274,2019-04-26,144.17
274,2019-04-30,106.49
275,2019-02-11,160.2
275,2019-02-17,75.64
276,2019-01-13,40.02
276,2019-01-15,25.21
276,2019-01-19,59.71
276,2019-02-16,59.8
276,2019-03-09,49.9
276,2019-04-06,37.33
276,2019-04-07,66.09
277,2019-02-05,8.03
279,2019-01-29,11.55
279,2019-04-23,23.61
280,2019-04-11,308.88
282,2019-01-09,7.57
282,2019-01-12,16.81
282,2019-01-25,16.76
282,2019-02-12,15.69
282,2019-02-16,15.22
282,2019-03-10,8.58
282,2019-04-24,11.6
282,2019-04-27,20.68
283,2019-02-14,6.56
283,2019-02-21,17.05
283,2019-03-06,9.32
283,2019-03-21,13.44
283,2019-04-26,11.19
284,2019-01-03,43.72
284,2019-01-24,53.17
284,2019-03-23,136.53
284,2019-03-30,47.2
284,2019-04-12,153.36
284,2019-04-17,175.59
286,2019-04-04,148.59
287,2019-01-08,12.95
287,2019-01-11,16.46
287,2019-01-17,20.57
287,2019-01-18,22.78
287,2019-01-25,29.09
287,2019-01-26,8.1
287,2019-02-01,29.06
287,2019-02-22,30.08
287,2019-02-25,46.65
287,2019-03-22,28.96
287,2019-03-23,33.58
287,2019-03-29,19.93
287,2019-04-06,17.11
287,2019-04-23,13.3
289,2019-02-13,272.57
290,2019-01-16,14.27
290,2019-01-27,10.8
290,2019-02-16,16.12
290,2019-03-11,16.33
290,2019-04-03,25.43
290,2019-04-12,21.24
291,2019-04-03,172.1
291,2019-04-25,126.26
292,2019-03-04,11.64
293,2019-02-07,123.5
294,2019-01-28,108.97
294,2019-02-04,58.2
295,2019-01-14,80.69
295,2019-04-10,99.69
296,2019-03-16,25.67
298,2019-03-08,137.02
300,2019-01-04,92.21
301,2019-03-15,139.19
303,2019-02-07,157.58
303,2019-02-26,183.63
303,2019-03-04,132.55
303,2019-03-14,284.72
303,2019-03-24,326.56
304,2019-01-20,77.79
304,2019-04-23,124.29
305,2019-01-08,3.16
307,2019-02-26,84.21
307,2019-04-06,86.25
308,2019-04-26,173.34
309,2019-02-26,20.61
311,2019-01-24,95.99
311,2019-04-06,237.92
312,2019-03-11,28.72
314,2019-01-01,10.58
314,2019-01-02,15.62
316,2019-01-05,151.59
316,2019-02-23,148.7
317,2019-01-18,59.1
317,2019-01-19,27.99
317,2019-02-17,35.43
323,2019-03-20,16.96
323,2019-04-24,14.95
324,2019-02-03,67.95
324,2019-03-06,76.28
325,2019-01-08,32.9
325,2019-03-18,204.6
326,2019-02-23,46.35
330,2019-01-20,97.56
330,2019-03-19,92.67
330,2019-04-03,268.85
330,2019-04-20,192.69
332,2019-03-09,42.58
332,2019-03-29,113.98
334,2019-01-19,252.62
334,2019-04-15,464.99
335,2019-01-07,17.28
335,2019-02-26,17.06
336,2019-03-13,67.83
336,2019-04-17,97.68
337,2019-01-06,5.14
337,2019-02-04,7.63
337,2019-02-23,13.67
338,2019-01-06,12.12
338,2019-02-18,6.24
339,2019-03-12,54.05
339,2019-04-01,47.85
340,2019-04-03,3.76
343,2019-04-09,101.77
346,2019-03-12,74.2
346,2019-04-12,105.95
348,2019-02-03,57.38
348,2019-03-13,70.0
350,2019-02-22,39.86
351,2019-02-14,62.28
351,2019-03-28,83.16
355,2019-01-14,34.54
355,2019-01-28,45.67
355,2019-02-05,36.28
355,2019-04-11,71.86
355,2019-04-18,103.47
355,2019-04-24,46.47
357,2019-02-26,2.81
357,2019-03-07,4.84
358,2019-01-09,89.84
358,2019-01-10,68.64
358,2019-01-22,47.58
358,2019-01-27,142.32
358,2019-03-30,71.87
358,2019-04-01,143.47
358,2019-04-11,63.36
358,2019-04-14,75.14
359,2019-01-10,62.2
359,2019-01-21,37.32
359,2019-02-09,75.17
359,2019-02-27,73.41
359,2019-03-06,39.69
359,2019-03-09,76.18
359,2019-03-22,172.35
359,2019-03-24,100.34
359,2019-04-03,148.38
361,2019-02-14,15.74
361,2019-02-25,15.05
362,2019-01-01,82.9
362,2019-01-14,59.16
362,2019-01-26,61.99
362,2019-01-28,131.88
362,2019-02-07,97.66
362,2019-02-17,110.25
362,2019-02-18,111.0
362,2019-02-22,48.77
362,2019-02-24,63.3
362,2019-03-02,65.63
362,2019-03-09,141.38
362,2019-03-16,78.07
362,2019-03-18,113.82
362,2019-03-20,65.12
362,2019-03-23,127.51
362,2019-03-25,99.39
362,2019-03-30,114.22
362,2019-03-31,117.97
362,2019-04-03,106.15
362,2019-04-04,77.94
362,2019-04-05,75.35
362,2019-04-06,78.61
362,2019-04-09,172.28
362,2019-04-12,147.56
362,2019-04-16,145.93
362,2019-04-19,171.47
363,2019-02-24,31.67
363,2019-03-28,37.35
363,2019-04-10,76.75
363,2019-04-11,68.64
364,2019-01-21,121.24
365,2019-04-09,500.8
366,2019-03-18,25.02
367,2019-01-18,18.89
367,2019-04-05,26.15
368,2019-02-11,75.72
369,2019-03-02,15.92
369,2019-03-13,32.28
373,2019-02-08,13.75
373,2019-02-18,6.77
374,2019-03-23,85.24
374,2019-03-28,57.17
374,2019-04-28,52.16
376,2019-03-07,50.42
376,2019-04-17,37.96
377,2019-02-10,20.27
377,2019-03-18,23.49
378,2019-01-18,43.87
378,2019-01-25,96.88
379,2019-02-01,11.02
379,2019-02-25,4.96
380,2019-02-07,14.43
380,2019-03-01,14.15
380,2019-04-05,15.74
381,2019-02-15,7.29
381,2019-02-23,14.43
383,2019-03-12,31.54
383,2019-03-16,64.39
384,2019-01-10,62.15
386,2019-04-06,5.84
387,2019-04-01,10.4
388,2019-04-26,1.89
390,2019-01-15,20.91
390,2019-01-21,19.5
390,2019-03-11,41.59
390,2019-04-07,37.42
391,2019-03-07,121.53
392,2019-04-09,33.48
393,2019-01-15,25.52
393,2019-01-16,40.4
393,2019-01-22,16.7
393,2019-03-03,16.61
393,2019-03-12,22.76
393,2019-03-18,54.58
393,2019-03-30,73.64
393,2019-04-05,52.55
393,2019-04-20,34.25
394,2019-02-21,21.49
395,2019-03-02,40.57
395,2019-03-06,38.23
395,2019-03-08,39.03
395,2019-03-16,43.92
395,2019-03-30,70.18
395,2019-04-07,28.04
397,2019-04-02,73.63
398,2019-01-02,11.54
399,2019-03-17,16.79
400,2019-01-31,122.41
401,2019-01-10,87.49
401,2019-01-14,62.81
401,2019-03-02,60.69
401,2019-04-03,68.56
401,2019-04-25,139.1
402,2019-01-10,242.16
402,2019-03-09,169.22
403,2019-02-27,47.78
404,2019-04-30,133.47
405,2019-01-01,21.13
405,2019-01-04,38.93
405,2019-02-11,43.9
405,2019-02-13,52.64
405,2019-02-16,25.26
405,2019-02-17,32.38
405,2019-04-04,53.79
405,2019-04-10,31.13
405,2019-04-11,38.37
406,2019-02-27,37.1
407,2019-03-11,9.79
407,2019-04-30,7.31
408,2019-03-19,51.7
408,2019-04-02,84.27
409,2019-01-15,3.13
409,2019-03-08,5.58
410,2019-01-18,167.77
410,2019-03-25,348.95
411,2019-01-20,79.61
412,2019-02-07,11.77
412,2019-02-17,13.16
413,2019-03-01,7.14
413,2019-03-24,22.01
413,2019-04-17,18.05
414,2019-01-28,16.23
414,2019-02-25,17.67
415,2019-02-28,52.98
415,2019-04-01,86.26
415,2019-04-11,112.53
416,2019-04-06,9.01
416,2019-04-23,6.21
416,2019-04-27,8.42
417,2019-03-27,24.13
417,2019-04-26,118.93
418,2019-01-05,25.19
418,2019-01-08,18.36
418,2019-01-27,19.61
418,2019-02-12,24.78
418,2019-03-01,29.36
418,2019-03-15,45.83
418,2019-04-03,56.06
418,2019-04-05,32.43
418,2019-04-27,30.41
418,2019-04-29,18.95
419,2019-01-30,20.38
419,2019-03-06,20.99
421,2019-01-05,27.62
421,2019-03-08,108.14
421,2019-04-17,127.65
421,2019-04-23,44.57
422,2019-01-11,64.5
424,2019-01-06,60.22
424,2019-01-11,82.5
424,2019-01-15,100.34
424,2019-01-17,68.62
424,2019-01-23,48.12
424,2019-01-31,83.32
424,2019-02-18,152.29
424,2019-02-19,76.96
424,2019-02-21,156.84
424,2019-02-24,56.17
424,2019-03-02,83.87
424,2019-03-06,133.64
424,2019-03-07,218.3
424,2019-03-14,122.15
424,2019-03-15,70.4
424,2019-03-17,146.76
424,2019-03-20,94.46
424,2019-03-21,135.31
424,2019-03-22,139.37
424,2019-03-23,209.56
424,2019-03-25,208.07
424,2019-03-26,95.51
424,2019-03-29,54.61
424,2019-04-01,144.72
424,2019-04-05,41.33
424,2019-04-06,82.77
424,2019-04-08,120.06
424,2019-04-10,146.33
424,2019-04-18,64.56
424,2019-04-29,124.68
429,2019-01-24,67.24
429,2019-02-18,101.59
429,2019-03-20,201.15
430,2019-04-18,94.85
431,2019-03-03,81.78
431,2019-04-07,82.62
431,2019-04-25,85.77
432,2019-01-11,4.77
432,2019-02-13,6.59
432,2019-04-08,3.95
432,2019-04-09,3.11
434,2019-01-07,40.72
434,2019-01-08,73.26
434,2019-01-24,107.4
434,2019-01-28,51.59
434,2019-02-21,68.95
434,2019-02-23,50.14
434,2019-03-15,83.4
434,2019-03-28,88.98
434,2019-04-26,75.59
435,2019-03-14,71.2
436,2019-02-14,30.8
436,2019-03-01,30.19
437,2019-02-27,31.34
437,2019-04-03,147.17
437,2019-04-24,64.0
438,2019-01-10,20.68
438,2019-02-08,15.11
438,2019-02-10,17.29
438,2019-02-16,12.49
438,2019-03-12,16.55
438,2019-04-03,23.47
439,2019-02-22,63.81
439,2019-03-30,31.69
441,2019-01-04,150.15
441,2019-02-09,60.36
441,2019-02-21,271.45
442,2019-02-18,16.25
442,2019-02-21,21.83
442,2019-03-18,21.26
442,2019-03-24,16.53
442,2019-03-29,11.62
442,2019-04-07,8.55
442,2019-04-11,8.11
442,2019-04-23,18.06
443,2019-01-07,30.1
443,2019-01-09,57.07
443,2019-01-10,69.73
443,2019-01-14,50.24
443,2019-02-11,53.03
443,2019-02-12,147.86
443,2019-03-11,78.96
443,2019-03-23,98.59
443,2019-04-11,125.04
443,2019-04-15,50.38
444,2019-01-30,84.07
444,2019-01-31,45.4
444,2019-02-19,48.12
444,2019-02-22,158.06
444,2019-02-26,93.24
444,2019-03-16,63.2
444,2019-04-09,74.23
445,2019-03-08,53.55
446,2019-03-02,97.11
447,2019-03-22,116.72
449,2019-02-13,7.96
450,2019-01-03,7.75
450,2019-02-21,24.84
450,2019-03-26,26.8
452,2019-03-26,43.09
453,2019-01-01,9.99
453,2019-01-03,13.41
453,2019-01-05,14.36
454,2019-01-05,2.34
454,2019-04-25,4.09
455,2019-02-01,59.21
455,2019-03-07,67.6
455,2019-03-20,37.96
455,2019-03-31,61.46
455,2019-04-26,97.0
457,2019-01-05,168.5
457,2019-01-24,249.07
457,2019-03-05,279.91
458,2019-01-30,40.67
459,2019-01-25,16.51
459,2019-02-13,48.63
459,2019-02-18,23.68
460,2019-01-04,8.19
460,2019-01-16,11.98
462,2019-01-22,89.6
462,2019-04-17,135.44
463,2019-01-11,127.33
463,2019-04-24,156.47
464,2019-01-02,86.01
464,2019-01-09,55.15
464,2019-01-14,122.47
464,2019-02-22,144.02
464,2019-03-26,107.41
464,2019-04-04,114.48
464,2019-04-22,236.26
464,2019-04-25,167.19
465,2019-03-17,9.53
465,2019-04-06,5.78
467,2019-03-20,34.57
468,2019-03-22,47.74
469,2019-01-18,105.19
470,2019-01-09,42.56
470,2019-02-04,32.77
470,2019-03-08,87.56
471,2019-01-26,152.01
471,2019-03-11,29.86
471,2019-03-22,156.06
471,2019-04-08,170.88
471,2019-04-19,230.67
471,2019-04-22,98.03
472,2019-03-01,3.39
472,2019-04-04,6.81
472,2019-04-24,4.85
473,2019-03-28,55.01
476,2019-01-04,270.97
477,2019-02-21,544.62
478,2019-04-14,66.32
480,2019-01-03,28.26
480,2019-02-14,43.72
480,2019-02-19,15.96
480,2019-04-25,77.87
481,2019-04-05,929.93
482,2019-03-09,65.01
483,2019-02-17,10.11
484,2019-01-03,24.04
484,2019-02-06,15.4
484,2019-02-21,92.7
488,2019-03-21,579.69
491,2019-04-30,41.42
492,2019-01-11,6.19
492,2019-01-18,3.52
492,2019-01-28,6.39
492,2019-02-02,11.61
492,2019-02-05,4.06
492,2019-02-08,6.28
492,2019-03-01,8.32
492,2019-03-08,8.3
492,2019-03-22,9.31
492,2019-04-04,8.04
493,2019-01-02,65.34
493,2019-01-03,76.15
493,2019-01-10,102.79
493,2019-01-14,69.24
493,2019-01-16,74.61
493,2019-01-17,65.38
493,2019-01-18,142.53
493,2019-01-26,77.28
493,2019-03-10,136.48
