Product ID,Category,Color,Season,Price,Share Returned,Profit Per Product
47,Dresses,Brown,Spring,6.52,0.7,3.38
48,Dresses,Brown,Spring,8.03,0.75,4.89
49,Dresses,Brown,Summer,9.25,0.71,4.43
50,Dresses,Blue,Summer,10.94,0.79,7.8
51,Dresses,Brown,Spring,11.31,0.58,6.22
52,Dresses,Red,Summer,10.25,0.61,7.12
53,Dresses,Blue,Summer,9.65,0.86,6.51
54,Dresses,Red,Spring,9.27,0.73,6.13
55,Knit,Grey,Winter,6.44,0.44,2.98
56,Knit,Brown,Winter,3.55,0.42,1.12
57,Knit,Red,Winter,3.57,0.45,1.14
58,Dresses,Grey,Fall,10.02,0.7,6.88
59,Dresses,Grey,Summer,6.91,0.53,3.77
60,Dresses,Blue,Summer,8.33,0.83,3.51
61,Dresses,Blue,Summer,8.35,0.78,3.8
62,Dresses,Blue,Summer,13.17,0.88,7.81
63,Dresses,Grey,Summer,5.61,0.58,2.47
64,Dresses,Blue,Summer,7.27,0.62,4.13
65,Dresses,Grey,Winter,6.17,0.48,3.29
66,Dresses,Blue,Winter,13.46,0.64,10.32
67,Dresses,Brown,Summer,8.88,0.58,5.74
68,Dresses,Grey,Fall,12.78,0.81,9.64
69,Dresses,Green,Spring,6.75,0.65,3.61
70,Dresses,Grey,Fall,10.17,0.62,7.04
71,Dresses,Green,Summer,8.84,0.64,5.7
72,Dresses,Brown,Summer,11.92,0.57,7.37
73,Dresses,Blue,Summer,10.05,0.82,5.5
74,Dresses,White,Summer,9.6,0.65,6.46
75,Dresses,Grey,Summer,7.5,0.78,4.36
76,Dresses,Blue,Summer,10.97,0.71,7.83
77,Dresses,Red,Summer,8.92,0.68,5.78
78,Dresses,Blue,Summer,9.49,0.58,6.35
79,Dresses,Grey,Summer,6.68,0.64,3.54
80,Dresses,Black,Summer,7.99,0.71,4.86
81,Dresses,Blue,Summer,9.37,0.6,6.23
82,Dresses,Grey,Summer,6.2,0.31,3.06
83,Dresses,Black,Summer,10.25,0.55,7.11
84,Dresses,Blue,Fall,12.36,0.86,9.23
85,Dresses,Black,Fall,11.35,0.66,8.21
86,Knit,Grey,Fall,3.69,0.44,1.67
87,Dresses,Black,Fall,10.25,0.85,7.11
88,Dresses,Black,Fall,11.82,0.75,8.68
89,Knit,Blue,Winter,3.55,0.56,1.24
90,Knit,Blue,Winter,3.89,0.39,1.29
91,Knit,Grey,Summer,4.3,0.43,1.99
92,Knit,Blue,Fall,4.04,0.59,1.44
93,Dresses,Grey,Spring,3.27,0.77,0.67
94,Knit,Brown,Summer,2.06,0.56,0.62
95,Knit,Blue,Summer,2.26,0.55,0.82
96,Knit,Blue,Summer,3.42,0.52,1.4
97,Knit,Grey,Summer,3.01,0.51,0.93
98,Knit,Grey,Fall,6.05,0.33,3.45
99,Knit,Grey,Fall,3.33,0.27,1.25
100,Knit,Red,Fall,4.35,0.43,2.33
101,Knit,Blue,Fall,3.27,0.4,1.25
102,Knit,Grey,Fall,4.27,0.39,2.25
103,Dresses,Orange,Spring,12.68,0.68,8.74
104,Dresses,Blue,Spring,8.77,0.69,4.83
105,Dresses,Black,Spring,9.73,0.64,5.79
106,Knit,Grey,Fall,5.53,0.55,2.93
107,Knit,Brown,Summer,4.16,0.38,1.56
108,Knit,Grey,Fall,4.19,0.62,2.11
109,Knit,Grey,Winter,3.26,0.47,0.95
110,Knit,Brown,Summer,3.64,0.38,1.55
111,Knit,Grey,Winter,5.46,0.3,3.44
112,Knit,Orange,Winter,4.08,0.47,1.99
113,Blazers,Blue,Fall,9.73,0.64,5.89
114,Blazers,Black,Fall,12.91,0.43,9.07
115,Shirts,Blue,Spring,4.11,0.53,2.43
116,Blazers,Grey,Fall,11.46,0.71,7.61
117,Knit,Grey,Summer,3.17,0.36,1.09
118,Knit,Grey,Fall,4.25,0.42,1.94
119,Knit,Grey,Fall,5.85,0.52,3.77
120,Knit,Grey,Winter,4.75,0.47,2.14
121,Blazers,Grey,Summer,7.85,0.58,4.01
122,Knit,Red,Winter,6.91,0.68,4.83
123,Knit,Grey,Winter,6.31,0.58,4.22
124,Knit,Grey,Fall,4.54,0.56,2.52
125,Knit,Blue,Fall,3.01,0.46,0.41
126,Dresses,White,Summer,7.7,0.5,4.56
127,Dresses,White,Summer,8.31,0.58,5.18
128,Dresses,Blue,Summer,10.55,0.71,7.41
129,Dresses,Grey,Summer,11.91,0.96,8.77
130,Knit,Red,Winter,3.46,0.52,1.37
131,Knit,Red,Winter,3.19,0.48,1.11
132,Dresses,Grey,Summer,10.45,0.55,6.09
133,Dresses,White,Summer,8.67,0.6,5.53
134,Dresses,Grey,Summer,8.56,0.5,5.42
135,Dresses,Blue,Summer,8.8,0.76,5.66
136,Dresses,Red,Summer,10.91,0.82,7.78
137,Dresses,Brown,Summer,12.99,0.71,9.85
138,Dresses,Grey,Summer,7.91,0.57,4.77
139,Dresses,Red,Summer,8.96,0.8,5.83
140,Dresses,Grey,Summer,11.55,0.6,8.41
141,Dresses,Blue,Summer,8.14,0.66,5.0
142,Dresses,Blue,Summer,8.04,0.73,4.9
143,Dresses,Grey,Summer,8.29,0.7,5.15
144,Dresses,Grey,Summer,9.05,0.83,5.91
145,Dresses,Brown,Summer,9.71,0.81,6.57
146,Dresses,Grey,Summer,8.75,0.75,5.61
147,Dresses,Blue,Summer,8.95,0.57,5.81
148,Dresses,Grey,Summer,10.56,0.67,7.42
149,Dresses,Grey,Summer,13.82,0.75,10.68
150,Knit,Brown,Summer,4.06,0.68,1.46
151,Dresses,White,Summer,10.91,0.65,7.77
152,Dresses,White,Summer,7.72,0.78,4.58
153,Dresses,Blue,Summer,9.59,0.53,5.49
154,Dresses,Grey,Summer,9.08,0.84,5.94
155,Dresses,Brown,Summer,9.58,0.66,6.45
156,Dresses,Blue,Summer,15.46,0.66,10.54
157,Dresses,Black,Summer,11.79,0.7,7.69
158,Dresses,Brown,Summer,10.82,0.44,7.68
159,Dresses,White,Summer,8.6,0.87,5.46
160,Dresses,Grey,Spring,10.23,0.66,7.09
161,Dresses,Brown,Winter,12.68,0.73,9.54
162,Dresses,White,Summer,8.26,0.71,5.12
163,Knit,Brown,Fall,3.16,0.53,0.85
164,Knit,Black,Fall,4.55,0.47,2.24
165,Knit,Orange,Winter,6.77,0.49,3.3
166,Dresses,Red,Summer,8.57,0.91,5.43
167,Dresses,Blue,Summer,8.85,0.71,5.71
168,Knit,Blue,Summer,4.35,0.47,2.04
169,Knit,Blue,Summer,8.64,0.42,5.09
170,Bluoses,Blue,Summer,6.99,0.56,5.24
171,Knit,Blue,Summer,3.05,0.32,0.74
172,Dresses,Grey,Summer,10.1,0.86,6.96
173,Dresses,Black,Summer,9.88,0.89,5.51
174,Knit,Black,Winter,3.57,0.46,1.49
175,Knit,Grey,Winter,2.85,0.44,0.76
176,Pants,White,Spring,4.71,0.69,2.39
177,Pants,Black,Fall,6.71,0.79,4.39
178,Pants,Black,Summer,6.14,0.74,3.82
179,Knit,Blue,Winter,4.32,0.37,2.01
180,Knit,Blue,Fall,2.93,0.39,0.33
181,Knit,Black,Winter,4.32,0.4,1.72
182,Knit,Grey,Winter,5.34,0.51,2.74
183,Knit,Red,Fall,4.39,0.39,2.37
184,Knit,Grey,Winter,4.38,0.51,1.78
185,Dresses,Blue,Spring,7.92,0.69,4.78
186,Dresses,Blue,Spring,8.43,0.7,5.29
187,Dresses,Black,Spring,7.82,0.67,4.68
188,Dresses,Grey,Spring,9.72,0.66,6.58
189,Knit,Blue,Spring,4.76,0.38,2.45
190,Knit,Blue,Spring,4.38,0.39,2.36
191,Knit,Green,Winter,5.02,0.71,2.93
192,Knit,Brown,Summer,3.83,0.54,1.52
193,Knit,Blue,Fall,7.19,0.55,4.59
194,Knit,Yellow,Winter,4.65,0.61,2.34
195,Knit,Grey,Winter,4.25,0.55,1.94
196,Knit,Blue,Fall,3.7,0.3,1.68
197,Knit,Grey,Fall,3.05,0.32,1.03
198,Knit,Brown,Spring,3.91,0.33,1.89
199,Knit,White,Winter,5.33,0.55,1.57
200,Knit,Grey,Fall,4.23,0.44,1.92
201,Skirts,Black,Fall,7.42,0.6,5.37
202,Skirts,Black,Winter,6.0,0.55,3.95
203,Knit,Blue,Fall,2.6,0.37,0.87
204,Knit,Grey,Fall,2.69,0.48,0.96
205,Knit,Brown,Spring,3.79,0.49,2.07
206,Skirts,Blue,Fall,8.19,0.37,6.14
207,Knit,Blue,Fall,3.67,0.39,1.58
208,Knit,Grey,Fall,2.16,0.42,0.08
209,Skirts,Black,Fall,7.09,0.86,5.04
210,Knit,Grey,Winter,6.62,0.46,3.74
211,Knit,Brown,Spring,5.28,0.62,2.97
212,Knit,Red,Fall,4.5,0.19,2.41
213,Blazers,Pink,Spring,3.27,0.8,1.85
214,Blazers,Blue,Spring,3.09,0.77,1.68
215,Blazers,Black,Spring,4.12,0.62,2.7
216,Knit,Brown,Fall,2.45,0.4,0.36
217,Knit,Blue,Fall,2.62,0.65,0.54
218,Knit,Blue,Fall,2.04,0.42,-0.05
219,Knit,Grey,Fall,2.63,0.43,0.55
220,Knit,Blue,Fall,5.9,0.43,3.59
221,Knit,Brown,Spring,3.77,0.44,1.75
222,Knit,Black,Spring,3.71,0.42,1.69
223,Knit,Grey,Spring,4.45,0.43,2.43
224,Knit,Blue,Fall,3.65,0.2,1.36
225,Knit,Green,Summer,3.25,0.4,1.23
226,Knit,Brown,Fall,7.4,0.49,4.8
227,Knit,Brown,Winter,3.76,0.57,1.45
228,Knit,Grey,Winter,4.39,0.47,2.08
229,Knit,Blue,Winter,3.25,0.41,0.94
230,Knit,Black,Winter,3.82,0.51,1.51
231,Knit,Grey,Winter,2.92,0.4,0.61
232,Knit,Brown,Fall,6.16,0.56,3.85
233,Knit,Red,Fall,2.2,0.45,0.75
234,Knit,Brown,Fall,2.22,0.41,0.77
235,Knit,Blue,Fall,2.89,0.34,1.44
236,Knit,Grey,Fall,2.3,0.33,0.85
237,Knit,Brown,Fall,6.78,0.41,4.18
238,Knit,White,Fall,4.48,0.59,2.39
239,Knit,Blue,Fall,4.59,0.65,2.5
240,Knit,Blue,Fall,5.76,0.68,3.67
241,Bluoses,Brown,Winter,5.5,0.79,3.74
242,Bluoses,White,Summer,5.8,0.58,4.04
243,Bluoses,White,Winter,3.48,0.61,1.72
244,Bluoses,Red,Winter,5.37,0.73,3.61
245,Bluoses,Blue,Fall,5.44,0.63,3.68
246,Bluoses,Black,Summer,6.82,0.62,5.06
247,Bluoses,White,Winter,5.24,0.54,3.48
248,Bluoses,Black,Winter,5.25,0.52,3.49
249,Knit,Blue,Summer,3.01,0.4,1.28
250,Knit,Blue,Summer,3.3,0.52,1.57
251,Knit,Grey,Summer,3.54,0.39,1.82
252,Shirts,Grey,Fall,7.24,0.51,6.09
253,Shirts,Black,Fall,6.54,0.75,5.4
254,Knit,White,Winter,3.56,0.51,1.54
255,Knit,Blue,Winter,3.06,0.45,1.04
256,Knit,Blue,Winter,3.4,0.63,1.38
257,Bluoses,White,Winter,4.66,0.49,2.9
258,Bluoses,Black,Winter,5.65,0.58,3.9
259,Bluoses,Red,Summer,5.22,0.68,3.46
260,Bluoses,Blue,Summer,4.94,0.68,3.18
261,Knit,Grey,Fall,6.43,0.4,3.59
262,Bluoses,Red,Spring,4.56,0.58,2.8
263,Bluoses,Blue,Spring,7.05,0.66,5.29
264,Bluoses,Grey,Summer,6.93,0.53,5.17
265,Knit,Brown,Fall,6.82,0.36,4.73
266,Bluoses,Blue,Spring,4.3,0.38,2.55
267,Bluoses,Blue,Spring,4.57,0.48,2.82
268,Bluoses,Black,Spring,4.32,0.49,2.56
269,Bluoses,White,Spring,4.03,0.41,2.28
270,Bluoses,Black,Spring,4.46,0.56,2.7
271,Shirts,Green,Summer,5.5,0.49,4.35
272,Bluoses,White,Winter,3.61,0.62,1.86
273,Bluoses,Blue,Winter,4.98,0.47,3.23
274,Bluoses,Black,Winter,3.24,0.54,1.49
275,Knit,Grey,Summer,3.16,0.64,1.71
276,Knit,Grey,Fall,8.1,0.53,5.71
277,Knit,Brown,Fall,8.56,0.59,5.68
278,Knit,Blue,Summer,4.54,0.45,2.52
279,Pants,Brown,Spring,2.59,0.45,0.27
280,Pants,Grey,Spring,2.6,0.57,0.28
281,Knit,Grey,Fall,6.97,0.57,4.66
282,Dresses,Blue,Summer,12.31,0.69,9.17
283,Dresses,Red,Summer,9.14,0.61,6.0
284,Dresses,Red,Summer,10.91,0.7,7.77
285,Dresses,Grey,Summer,10.66,0.62,7.52
286,Knit,Pink,Fall,3.7,0.37,1.61
287,Knit,Brown,Summer,4.55,0.73,2.53
288,Knit,Grey,Summer,2.95,0.6,0.93
289,Knit,Green,Summer,4.71,0.54,2.69
290,Knit,Grey,Fall,6.52,0.39,3.92
291,Knit,Brown,Spring,4.05,0.28,2.05
292,Knit,Red,Spring,5.01,0.33,3.01
293,Knit,Blue,Spring,3.51,0.44,1.51
294,Knit,Grey,Summer,3.25,0.37,1.81
295,Dresses,Grey,Spring,6.44,0.8,3.3
296,Dresses,Black,Winter,6.18,0.69,3.05
297,Dresses,White,Summer,13.75,0.64,10.62
298,Dresses,Blue,Spring,12.29,0.7,9.15
299,Dresses,Grey,Spring,14.18,0.52,11.05
300,Dresses,Yellow,Spring,8.96,0.75,5.82
301,Dresses,Red,Spring,10.33,0.64,7.19
302,Knit,Grey,Winter,5.12,0.47,2.24
303,Knit,Red,Fall,4.46,0.14,2.44
304,Knit,Black,Fall,5.15,0.51,3.14
305,Dresses,Blue,Spring,11.99,0.62,8.86
306,Dresses,Red,Summer,9.79,0.59,6.65
307,Dresses,Green,Spring,9.59,0.85,6.45
308,Dresses,Blue,Spring,12.73,0.67,9.59
309,Dresses,Grey,Winter,6.97,0.76,3.83
310,Knit,Blue,Fall,5.93,0.24,3.91
311,Knit,Black,Fall,4.6,0.18,2.58
312,Knit,Grey,Fall,4.45,0.48,2.43
313,Dresses,Grey,Winter,6.35,0.75,3.22
314,Dresses,Grey,Fall,7.99,0.78,4.85
315,Dresses,Blue,Fall,7.23,0.68,4.09
316,Dresses,White,Summer,11.39,0.64,8.25
317,Dresses,Red,Summer,13.88,0.69,10.74
318,Knit,Brown,Fall,3.07,0.43,0.76
319,Knit,Blue,Fall,3.86,0.46,1.55
320,Knit,Grey,Fall,2.34,0.53,0.03
321,Dresses,Red,Spring,7.44,0.71,4.3
322,Dresses,Red,Spring,6.98,0.7,3.84
323,Dresses,Red,Spring,8.26,0.74,5.12
324,Dresses,Pink,Spring,7.29,0.68,4.15
325,Dresses,Pink,Summer,10.65,0.75,7.52
326,Dresses,Red,Summer,14.56,0.79,11.42
327,Dresses,Red,Spring,14.35,0.68,11.22
328,Dresses,Green,Spring,10.98,0.67,7.84
329,Knit,Brown,Winter,5.57,0.51,2.97
330,Dresses,White,Spring,10.71,0.74,7.58
331,Dresses,Blue,Spring,12.39,0.76,9.25
332,Dresses,Green,Summer,8.2,0.65,5.07
333,Dresses,Red,Summer,11.55,0.59,8.41
334,Dresses,Black,Summer,11.9,0.5,8.76
335,Dresses,Red,Summer,11.7,0.69,8.56
336,Knit,White,Winter,2.93,0.44,0.91
337,Knit,Black,Winter,2.88,0.61,0.86
338,Knit,Grey,Winter,3.03,0.71,1.01
339,Dresses,Red,Summer,6.25,0.82,3.12
340,Dresses,White,Summer,8.7,0.71,5.56
341,Dresses,Green,Summer,6.71,0.67,3.57
342,Dresses,Blue,Summer,7.8,0.63,4.66
343,Dresses,Blue,Summer,8.71,0.56,5.57
344,Dresses,Red,Summer,14.1,0.7,10.96
345,Knit,Grey,Fall,1.82,0.63,0.09
346,Knit,Brown,Winter,7.71,0.9,4.24
347,Knit,White,Summer,3.09,0.41,1.07
348,Knit,Green,Summer,3.2,0.54,1.18
349,Knit,Grey,Summer,3.55,0.69,1.53
350,Knit,Brown,Fall,8.09,0.46,5.21
351,Dresses,White,Summer,9.31,0.9,6.17
352,Dresses,Red,Summer,10.98,0.69,7.84
353,Knit,Grey,Spring,3.49,0.43,1.18
354,Dresses,Red,Summer,11.01,0.56,7.87
355,Dresses,Blue,Summer,11.25,0.58,8.11
356,Dresses,Red,Spring,12.86,0.67,9.72
357,Dresses,Black,Summer,15.38,0.67,12.24
358,Dresses,Grey,Summer,10.13,0.63,6.99
359,Dresses,Grey,Summer,19.81,0.88,16.68
360,Dresses,Blue,Summer,8.73,0.83,5.59
361,Dresses,Grey,Summer,20.35,0.61,17.21
362,Dresses,Blue,Summer,17.82,0.7,14.68
363,Dresses,Red,Summer,9.73,0.89,6.59
364,Dresses,Green,Summer,11.68,0.8,8.54
365,Dresses,Blue,Summer,10.07,0.59,6.93
366,Dresses,Grey,Summer,15.84,0.7,12.7
367,Dresses,Blue,Summer,11.43,0.78,8.29
368,Dresses,Grey,Summer,17.77,0.67,14.63
369,Dresses,Red,Summer,12.96,0.78,9.82
370,Knit,Grey,Spring,2.92,0.45,0.32
371,Dresses,Blue,Summer,14.24,0.61,11.1
372,Dresses,Grey,Summer,16.05,0.61,12.91
373,Dresses,Black,Summer,14.32,0.58,11.18
374,Dresses,Grey,Summer,22.55,0.75,19.41
375,Dresses,Pink,Summer,11.0,0.69,7.86
376,Dresses,Grey,Summer,14.54,0.65,11.41
377,Dresses,Black,Winter,10.92,0.73,7.78
378,Dresses,Black,Spring,9.02,0.42,5.88
379,Dresses,Blue,Spring,18.65,0.72,15.52
380,Dresses,Green,Fall,14.19,0.7,11.05
381,Dresses,Orange,Fall,12.23,0.63,9.09
382,Dresses,Red,Spring,18.03,0.65,14.89
383,Knit,Grey,Fall,3.44,0.4,0.84
384,Dresses,Black,Spring,15.65,0.65,12.51
385,Knit,Blue,Fall,7.12,0.48,4.81
386,Knit,Grey,Fall,6.89,0.4,4.58
387,Dresses,Grey,Summer,10.57,0.67,7.43
388,Dresses,Grey,Winter,13.6,0.66,10.47
389,Dresses,Blue,Winter,13.16,0.66,10.02
390,Dresses,Blue,Summer,9.05,0.71,5.91
391,Dresses,Orange,Winter,9.75,0.76,6.61
392,Knit,White,Winter,2.53,0.41,1.08
393,Knit,Blue,Winter,2.79,0.55,1.34
394,Knit,Black,Winter,2.31,0.46,0.86
395,Dresses,Green,Summer,20.41,0.8,17.27
396,Dresses,Blue,Spring,10.47,0.61,7.34
397,Dresses,Green,Spring,13.26,0.76,10.12
398,Dresses,Blue,Summer,11.86,0.77,8.72
399,Dresses,Grey,Summer,12.7,0.9,9.56
400,Dresses,Green,Fall,10.21,0.61,7.07
401,Dresses,Orange,Fall,11.15,0.66,8.01
402,Dresses,Grey,Summer,21.13,0.81,18.0
403,Dresses,Grey,Spring,15.26,0.74,12.12
404,Dresses,Blue,Spring,13.12,0.7,9.98
405,Dresses,Grey,Summer,10.39,0.76,7.25
406,Dresses,Black,Fall,12.19,0.77,9.05
407,Knit,Grey,Winter,3.06,0.46,0.75
408,Dresses,Green,Summer,14.9,0.72,11.76
409,Dresses,Green,Spring,7.93,0.79,4.79
410,Dresses,Green,Summer,14.19,0.63,11.06
411,Dresses,Grey,Spring,9.81,0.87,6.67
412,Dresses,Black,Fall,8.82,0.66,5.68
413,Dresses,Blue,Summer,18.97,0.65,15.84
414,Dresses,Green,Summer,10.27,0.81,7.13
415,Dresses,Blue,Summer,11.09,0.64,7.95
416,Dresses,Blue,Spring,11.59,0.71,8.45
417,Dresses,Black,Summer,9.65,0.63,6.51
418,Dresses,Blue,Summer,10.92,0.72,7.78
419,Dresses,Black,Summer,10.25,0.72,7.12
420,Knit,Grey,Fall,3.32,0.41,1.01
421,Dresses,Black,Winter,16.44,0.57,13.3
422,Dresses,Red,Summer,10.96,0.9,5.3
423,Dresses,Blue,Summer,10.34,0.73,4.67
424,Dresses,Blue,Summer,12.26,0.75,6.6
425,Dresses,Brown,Summer,21.37,0.82,18.23
426,Dresses,Red,Summer,31.92,0.85,28.78
427,Dresses,Blue,Spring,15.77,0.72,12.63
428,Dresses,Grey,Spring,12.7,0.68,9.56
429,Dresses,Blue,Summer,11.18,0.66,8.04
430,Dresses,Red,Spring,10.13,0.65,6.99
431,Knit,Pink,Winter,5.19,0.49,2.88
432,Knit,Grey,Fall,4.84,0.34,2.75
433,Dresses,Grey,Summer,14.87,0.88,11.73
434,Dresses,Orange,Spring,13.71,0.74,10.57
435,Dresses,Black,Spring,13.03,0.68,9.89
436,Dresses,Black,Summer,19.46,0.64,16.32
437,Knit,Grey,Fall,5.6,0.55,3.29
438,Knit,Blue,Fall,2.48,0.49,0.39
439,Dresses,Blue,Summer,12.13,0.76,8.99
440,Dresses,Grey,Fall,12.98,0.69,9.85
441,Dresses,Grey,Summer,17.83,0.88,14.69
442,Dresses,Red,Summer,13.23,0.8,7.88
443,Dresses,Red,Summer,11.03,0.76,7.9
444,Knit,Green,Fall,3.19,0.47,0.59
445,Dresses,Red,Summer,12.63,0.73,9.49
446,Dresses,Black,Summer,13.72,0.67,10.58
447,Dresses,Grey,Spring,14.24,0.63,11.1
448,Dresses,Grey,Spring,13.99,0.76,10.85
449,Dresses,Blue,Spring,16.12,0.67,12.98
450,Dresses,Green,Summer,8.92,0.74,5.78
451,Dresses,Green,Summer,10.72,0.77,7.58
452,Dresses,Blue,Summer,10.14,0.73,7.0
453,Dresses,Blue,Spring,12.86,0.78,9.73
454,Dresses,Pink,Summer,18.06,0.64,14.92
455,Dresses,White,Summer,10.91,0.71,7.78
456,Dresses,Orange,Spring,9.3,0.79,6.16
457,Dresses,Black,Winter,10.79,0.54,7.65
458,Dresses,White,Spring,13.53,0.75,10.39
459,Dresses,Red,Spring,15.19,0.83,12.05
460,Dresses,Grey,Summer,9.17,0.62,6.03
461,Dresses,Black,Winter,10.53,0.46,7.39
462,Dresses,Grey,Summer,14.53,0.77,8.87
463,Dresses,Green,Summer,14.49,0.75,11.36
464,Dresses,Blue,Spring,9.35,0.66,6.21
465,Dresses,Brown,Spring,9.15,0.62,6.01
466,Dresses,Black,Winter,16.22,0.73,13.08
467,Dresses,Red,Spring,15.73,0.6,12.6
468,Dresses,Black,Spring,17.57,0.66,14.43
469,Knit,Brown,Fall,5.07,0.73,2.98
470,Dresses,Red,Summer,10.71,0.76,7.58
471,Dresses,Black,Summer,12.46,0.65,9.33
472,Dresses,Blue,Summer,15.2,0.88,12.06
473,Dresses,Green,Summer,13.94,0.8,10.8
474,Dresses,Red,Summer,16.61,0.7,13.48
475,Dresses,Grey,Summer,14.31,0.75,11.18
476,Dresses,Blue,Summer,11.1,0.45,7.96
477,Dresses,Red,Summer,17.28,0.8,14.14
478,Dresses,Blue,Summer,18.32,0.51,15.18
479,Dresses,Black,Fall,9.0,0.58,5.86
480,Dresses,Red,Summer,10.9,0.75,7.77
481,Dresses,White,Spring,11.52,0.82,8.38
482,Dresses,Blue,Spring,10.24,0.7,7.11
483,Dresses,Red,Summer,12.86,0.76,9.72
484,Dresses,Red,Summer,10.56,0.62,7.42
485,Dresses,Pink,Summer,13.53,0.66,10.39
486,Dresses,Blue,Summer,12.4,0.69,9.27
487,Dresses,Blue,Summer,14.92,0.6,11.78
488,Dresses,Blue,Summer,17.56,0.69,14.42
489,Dresses,Blue,Summer,13.81,0.79,10.67
490,Dresses,Green,Summer,9.62,0.66,6.49
491,Dresses,Blue,Summer,11.27,0.8,8.14
492,Dresses,Blue,Spring,14.92,0.62,9.26
493,Dresses,Blue,Spring,12.87,0.64,7.21
494,Dresses,Brown,Winter,12.39,0.69,9.25
495,Dresses,Black,Winter,13.02,0.56,9.88
496,Knit,Green,Spring,3.29,0.52,1.27
497,Dresses,Red,Spring,10.62,0.64,7.49
498,Dresses,Grey,Spring,9.8,0.64,6.66
499,Dresses,Grey,Summer,11.85,0.72,8.71
500,Dresses,Green,Summer,11.28,0.6,8.14
501,Dresses,Black,Fall,17.17,0.66,14.03
502,Dresses,Black,Spring,10.71,0.52,7.58
503,Dresses,Pink,Fall,8.97,0.77,5.83
504,Dresses,Black,Fall,8.33,0.82,5.19
505,Knit,Black,Fall,5.39,0.58,3.3
506,Dresses,Red,Spring,9.7,0.71,6.57
507,Dresses,Blue,Spring,7.27,0.72,4.13
508,Dresses,Blue,Spring,8.61,0.65,5.47
509,Dresses,Black,Spring,8.96,0.69,5.82
510,Knit,Grey,Fall,2.95,0.67,0.34
511,Knit,Grey,Fall,4.23,0.36,2.15
512,Knit,Green,Fall,4.06,0.46,2.62
513,Knit,Blue,Fall,3.83,0.34,2.38
514,Knit,Red,Fall,4.81,0.4,2.73
515,Knit,Blue,Fall,4.97,0.4,2.89
516,Knit,Red,Fall,2.98,0.46,1.26
517,Knit,Brown,Fall,2.42,0.34,0.69
518,Knit,Blue,Fall,2.62,0.36,0.89
519,Knit,Grey,Fall,3.38,0.44,1.66
520,Knit,Red,Fall,7.78,0.67,5.7
521,Knit,Brown,Fall,6.98,0.49,4.9
522,Knit,Blue,Fall,6.21,0.72,4.13
523,Blazers,Red,Winter,13.74,0.54,9.89
524,Blazers,Orange,Winter,7.62,0.62,3.78
525,Knit,White,Fall,5.08,0.4,3.0
526,Knit,Pink,Fall,5.42,0.52,3.33
527,Blazers,Black,Spring,8.71,0.72,4.87
528,Knit,Grey,Fall,4.47,0.85,2.39
529,Knit,Brown,Fall,4.42,0.0,2.69
